character,codepoint,production_occurrences,classification,JPN-0007,JPN-000E,JPN-001C,JPN-00C7,MLG-0007,MLG-000E
渠,U+6E20,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
渡,U+6E21,3,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
温,U+6E29,16,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
港,U+6E2F,181,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
渴,U+6E34,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
游,U+6E38,1284,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
湖,U+6E56,113,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
湾,U+6E7E,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
湿,U+6E7F,28,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
溃,U+6E83,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
溅,U+6E85,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
溉,U+6E89,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
源,U+6E90,171,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
溜,U+6E9C,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
溢,U+6EA2,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
溪,U+6EAA,4,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
溯,U+6EAF,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
溺,U+6EBA,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
滋,U+6ECB,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
滑,U+6ED1,105,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
滔,U+6ED4,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
滚,U+6EDA,124,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
满,U+6EE1,132,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
滤,U+6EE4,13,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
滥,U+6EE5,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
滩,U+6EE9,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
滴,U+6EF4,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
漂,U+6F02,54,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
漆,U+6F06,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
漏,U+6F0F,49,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
演,U+6F14,170,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
漠,U+6F20,11,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
漩,U+6F29,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
漫,U+6F2B,49,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
漱,U+6F31,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
潜,U+6F5C,556,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
潟,U+6F5F,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
潮,U+6F6E,15,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
澈,U+6F88,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
澡,U+6FA1,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
激,U+6FC0,123,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
濒,U+6FD2,68,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瀑,U+7011,104,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
灌,U+704C,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
火,U+706B,1064,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
灭,U+706D,672,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
灯,U+706F,20,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
灰,U+7070,21,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
灵,U+7075,464,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
灼,U+707C,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
灾,U+707E,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
炉,U+7089,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
炎,U+708E,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
炒,U+7092,10,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
炫,U+70AB,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
炭,U+70AD,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
炮,U+70AE,591,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
炸,U+70B8,817,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
点,U+70B9,1595,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
炼,U+70BC,14,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
炽,U+70BD,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烁,U+70C1,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烂,U+70C2,12,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烈,U+70C8,38,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
烘,U+70D8,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烛,U+70DB,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烟,U+70DF,570,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烤,U+70E4,159,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烦,U+70E6,43,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烧,U+70E7,53,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烫,U+70EB,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烬,U+70EC,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
热,U+70ED,241,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
烹,U+70F9,26,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
焙,U+7119,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
焚,U+711A,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
焦,U+7126,220,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
焰,U+7130,12,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
然,U+7136,1045,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
煌,U+714C,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
煎,U+714E,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
煞,U+715E,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
照,U+7167,275,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
煮,U+716E,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
煽,U+717D,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
熄,U+7184,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
熏,U+718F,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
熔,U+7194,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
熟,U+719F,180,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
熬,U+71AC,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
燃,U+71C3,33,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
燕,U+71D5,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
燥,U+71E5,3,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
爆,U+7206,669,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
爪,U+722A,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
爬,U+722C,77,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
爱,U+7231,513,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
爵,U+7235,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
父,U+7236,122,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
爸,U+7238,48,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
爽,U+723D,14,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
片,U+7247,221,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
版,U+7248,88,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
牌,U+724C,284,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
牒,U+7252,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
牙,U+7259,104,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
牛,U+725B,88,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
牟,U+725F,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
牢,U+7262,40,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
牧,U+7267,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
物,U+7269,1037,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
牲,U+7272,25,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
牵,U+7275,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
特,U+7279,827,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
牺,U+727A,23,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
犬,U+72AC,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
犯,U+72AF,84,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
状,U+72B6,1123,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
犷,U+72B7,5,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
犹,U+72B9,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
狂,U+72C2,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
狐,U+72D0,1,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
狗,U+72D7,53,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
狙,U+72D9,404,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
狠,U+72E0,24,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
狡,U+72E1,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
狩,U+72E9,219,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
独,U+72EC,96,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
狭,U+72ED,13,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
狱,U+72F1,92,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
狸,U+72F8,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
狼,U+72FC,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
猎,U+730E,350,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
猛,U+731B,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
猜,U+731C,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
猩,U+7329,22,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
猪,U+732A,15,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
猫,U+732B,54,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
献,U+732E,12,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
猴,U+7334,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
猾,U+733E,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
猿,U+733F,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
獠,U+7360,44,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
玄,U+7384,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
率,U+7387,923,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
玉,U+7389,43,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
王,U+738B,85,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
玛,U+739B,18,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
玩,U+73A9,505,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
环,U+73AF,325,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
现,U+73B0,2232,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
玻,U+73BB,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
珊,U+73CA,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
珍,U+73CD,12,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
珠,U+73E0,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
班,U+73ED,856,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
球,U+7403,134,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
理,U+7406,446,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
琐,U+7410,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
琳,U+7433,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瑚,U+745A,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
瑞,U+745E,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瑟,U+745F,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
璃,U+7483,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
璐,U+7490,3,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
瓜,U+74DC,360,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瓦,U+74E6,175,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
瓶,U+74F6,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
甘,U+7518,37,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
甚,U+751A,80,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
甜,U+751C,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
生,U+751F,1267,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
用,U+7528,7051,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
甩,U+7529,18,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
田,U+7530,17,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
由,U+7531,600,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
甲,U+7532,1179,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
申,U+7533,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
电,U+7535,1043,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
男,U+7537,121,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
画,U+753B,378,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
畅,U+7545,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
界,U+754C,346,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
畏,U+754F,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
畔,U+7554,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
留,U+7559,179,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
畜,U+755C,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
略,U+7565,97,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
畦,U+7566,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
番,U+756A,13,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
畴,U+7574,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
疏,U+758F,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
疑,U+7591,67,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
疗,U+7597,163,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
疟,U+759F,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
疤,U+75A4,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
疯,U+75AF,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
疲,U+75B2,5,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
疼,U+75BC,166,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
疾,U+75BE,41,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
病,U+75C5,100,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
症,U+75C7,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
痊,U+75CA,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
痒,U+75D2,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
痕,U+75D5,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
痛,U+75DB,68,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
痪,U+75EA,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
痴,U+75F4,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
痹,U+75F9,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
瘦,U+7626,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瘫,U+762B,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瘾,U+763E,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
癌,U+764C,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
癖,U+7656,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
登,U+767B,66,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
白,U+767D,856,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
百,U+767E,17,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
的,U+7684,19585,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
皇,U+7687,11,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
皙,U+7699,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
皮,U+76AE,80,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
盆,U+76C6,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
益,U+76CA,17,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
盎,U+76CE,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
盐,U+76D0,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
监,U+76D1,139,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
盒,U+76D2,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
盔,U+76D4,147,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
盖,U+76D6,37,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
盗,U+76D7,12,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
盘,U+76D8,41,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
盛,U+76DB,81,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
盟,U+76DF,20,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
目,U+76EE,1696,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
盯,U+76EF,13,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
盲,U+76F2,11,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
直,U+76F4,1450,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
相,U+76F8,874,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
盾,U+76FE,279,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
省,U+7701,15,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
看,U+770B,2470,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
真,U+771F,1173,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
眠,U+7720,295,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
眨,U+7728,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
眩,U+7729,148,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
眯,U+772F,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
眼,U+773C,207,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
着,U+7740,1123,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
睁,U+7741,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
睛,U+775B,29,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
睡,U+7761,449,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
督,U+7763,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
睹,U+7779,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
睿,U+777F,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
瞄,U+7784,1054,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瞒,U+7792,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瞥,U+77A5,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
瞧,U+77A7,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
瞪,U+77AA,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
瞬,U+77AC,32,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
瞳,U+77B3,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
矛,U+77DB,16,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
知,U+77E5,729,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
矩,U+77E9,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
短,U+77ED,177,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
石,U+77F3,237,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
矿,U+77FF,110,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
码,U+7801,160,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
砍,U+780D,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
研,U+7814,1688,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
砰,U+7830,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
破,U+7834,705,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
砸,U+7838,11,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
砾,U+783E,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
础,U+7840,44,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
硝,U+785D,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
硫,U+786B,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
硬,U+786C,21,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
确,U+786E,1035,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碉,U+7889,12,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碌,U+788C,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碍,U+788D,384,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碎,U+788E,87,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碗,U+7897,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碟,U+789F,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碰,U+78B0,55,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碳,U+78B3,11,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
碾,U+78BE,51,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
磁,U+78C1,121,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
磅,U+78C5,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
磋,U+78CB,10,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
磐,U+78D0,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
磨,U+78E8,61,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
礁,U+7901,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
示,U+793A,656,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
礼,U+793C,31,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
社,U+793E,15,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
祈,U+7948,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
祖,U+7956,87,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
祝,U+795D,65,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
神,U+795E,232,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
祥,U+7965,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
票,U+7968,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
祭,U+796D,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
祷,U+7977,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
祸,U+7978,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
禁,U+7981,216,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
禅,U+7985,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
福,U+798F,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
离,U+79BB,413,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
秀,U+79C0,42,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
私,U+79C1,17,CN_ALREADY_COVERED,NO,YES,YES,YES,YES,YES
秋,U+79CB,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
种,U+79CD,1304,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
科,U+79D1,199,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
秒,U+79D2,147,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
秘,U+79D8,47,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
秩,U+79E9,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
积,U+79EF,50,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
称,U+79F0,380,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
移,U+79FB,829,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
秽,U+79FD,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
稀,U+7A00,20,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
程,U+7A0B,555,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
稍,U+7A0D,123,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
税,U+7A0E,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
稣,U+7A23,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
